bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
SPRING1104,88.43,178.72,42.99,108.38,92.31,103.59,117.56,63.62,43.35,39.02,22.72,31.68,19.07,15.35,60.25,28.55,84.43,49.56,40.69,25.46,60.26
SPRING1106,68.56,166.73,39.07,97.05,86.78,95.47,107.19,53.11,35.45,36.87,21.32,29.52,17.73,13.4,59.11,25.69,82.4,48.74,37.77,25.35,56.41
SPRING1108,68.13,171.97,38.86,97.44,74.7,94.21,113.29,58.87,38.71,34.45,20.34,30.74,17.57,15.17,55.71,25.89,83.15,46.28,38.74,22.42,56.95
SPRING1110,58.06,167.26,37.98,85.35,73.86,87.3,102.58,52.27,37.41,35.21,21.08,27.86,17.02,14.63,54.56,25.02,80.63,40.55,37.33,19.02,58.55
SPRING1111,81.66,172.15,41.87,105.6,92.19,101.59,116.75,64.0,41.45,38.65,22.17,30.18,18.14,15.35,58.83,26.35,86.01,46.46,39.83,24.87,60.81
SPRING1113,92.21,181.85,42.48,105.29,91.66,108.33,122.55,65.49,44.21,39.62,22.46,32.43,19.16,17.59,62.06,28.91,89.68,48.79,42.92,24.93,58.67
SPRING1114,92.45,179.37,45.92,110.16,98.27,103.95,123.15,62.98,43.84,41.14,22.45,32.32,19.44,16.07,60.29,28.17,84.42,51.22,38.38,24.63,60.79
SPRING1115,63.41,169.11,39.76,88.68,76.61,93.03,108.89,55.38,39.53,35.93,19.74,27.97,16.21,16.01,55.9,25.97,81.57,44.36,38.51,19.66,57.32
SPRING1117,83.53,171.43,43.16,111.19,97.53,98.94,121.44,58.02,38.93,37.57,21.51,31.0,18.57,15.22,59.51,26.73,82.59,44.11,38.79,25.81,58.83
SPRING1119,76.99,179.56,42.04,97.59,83.88,98.76,114.5,59.37,38.62,39.05,23.23,29.93,17.8,15.27,59.04,27.63,89.61,46.07,41.37,22.98,58.96
SPRING1120,72.57,169.01,39.6,99.08,80.72,95.56,112.61,59.9,41.22,37.28,22.17,31.5,18.58,13.38,54.14,24.97,81.03,45.26,38.72,22.97,59.52
SPRING1122,156.07,184.63,53.18,142.57,136.44,130.22,142.88,77.22,56.08,50.66,26.98,40.53,22.75,14.94,62.45,27.76,87.37,57.33,40.06,34.66,61.03
SPRING1126,88.63,180.29,43.79,105.3,91.59,104.81,119.3,62.5,39.88,37.58,22.21,31.4,19.18,16.02,58.98,26.46,85.84,49.09,41.1,27.1,59.82
SPRING1129,63.29,177.16,39.23,88.65,76.37,93.9,106.77,53.87,34.42,33.71,19.31,28.47,16.81,14.74,58.21,27.12,84.91,46.28,42.04,18.88,58.39
SPRING1131,97.35,167.07,48.09,115.27,106.82,110.46,122.75,69.47,45.66,41.81,24.78,32.72,19.49,13.75,55.31,24.15,76.79,48.12,37.19,27.15,59.29
SPRING1135,91.42,180.78,43.78,105.08,101.24,102.66,115.84,60.14,40.4,38.39,22.37,32.33,19.22,14.3,60.34,26.92,86.83,49.41,42.79,25.86,59.84
SPRING1143,113.33,194.15,43.01,117.26,109.85,112.48,128.29,66.34,46.35,39.84,24.54,32.9,19.95,18.45,64.48,28.83,93.57,58.99,41.75,29.38,59.02
SPRING1145,63.18,157.6,39.64,96.41,79.6,90.37,114.3,53.96,37.66,36.4,20.48,29.4,18.0,13.95,56.93,23.91,76.38,40.82,37.31,22.43,53.81
SPRING1146,99.57,196.18,42.18,104.49,94.62,103.63,117.03,63.99,44.88,42.7,24.35,30.73,17.89,15.88,67.09,29.79,95.86,54.79,45.95,25.6,61.44
SPRING1149,104.64,191.03,47.04,116.25,101.76,106.95,126.07,64.08,47.02,42.34,23.88,33.41,20.74,17.18,64.81,29.57,92.86,52.46,43.65,29.01,61.88
SPRING1151,99.65,178.51,46.89,117.26,102.37,110.57,127.15,65.97,48.45,37.81,23.1,33.43,21.03,16.04,57.72,25.98,84.28,48.72,37.87,27.24,58.05
SPRING1153,85.88,172.83,45.69,105.52,93.74,102.1,120.46,61.25,39.73,38.93,22.01,31.02,18.41,14.84,57.39,25.06,83.84,48.1,38.6,25.71,57.21
SPRING1154,56.3,176.83,37.31,85.19,68.46,86.2,104.5,50.07,33.69,30.94,18.88,26.07,16.73,14.52,57.27,25.14,88.61,46.57,41.33,18.91,58.58
SPRING1155,76.43,169.65,41.85,100.45,84.16,100.66,113.67,61.63,41.12,37.5,21.06,30.51,18.01,13.42,54.91,24.1,79.87,45.41,37.82,23.31,60.15
SPRING1156,62.48,164.92,39.23,89.49,76.47,94.06,111.1,54.36,38.1,35.55,20.14,28.45,16.77,14.18,54.84,24.1,78.65,45.5,37.07,18.59,60.7
SPRING1159,107.75,181.43,45.26,114.72,110.94,113.95,123.55,67.26,46.01,42.39,24.2,34.08,19.96,15.15,61.36,28.2,83.62,50.67,39.38,27.28,59.11
SPRING1161,100.85,191.58,46.6,108.36,104.2,103.15,120.59,62.07,42.61,37.76,22.63,33.88,20.33,16.9,68.25,31.21,92.28,54.84,45.57,26.44,62.45
SPRING1165,83.23,175.35,39.05,97.26,98.44,102.66,110.19,61.29,41.58,38.47,23.55,31.05,19.02,14.97,55.23,26.36,80.46,46.15,38.05,23.61,60.24
SPRING1170,87.22,175.12,45.08,112.96,91.49,100.86,122.59,60.41,39.07,36.62,20.79,32.66,18.9,14.87,60.15,26.77,85.48,47.17,41.65,27.53,59.68
SPRING1173,103.01,186.76,45.04,107.24,105.38,110.24,118.35,64.43,46.43,40.22,24.56,34.01,20.77,13.91,61.6,27.75,88.86,47.68,41.63,25.54,59.73
SPRING1176,73.54,175.0,44.57,93.32,89.52,95.17,109.07,56.59,38.3,38.71,22.04,28.98,17.4,14.73,58.4,26.57,82.47,44.2,44.26,22.67,59.88
SPRING1179,126.34,182.66,52.15,122.16,116.52,117.61,136.56,77.52,48.71,43.78,23.72,37.78,21.06,15.63,63.25,28.21,86.29,44.7,43.27,30.77,57.71
SPRING1181,63.86,165.24,41.56,89.96,76.48,90.09,108.92,57.16,37.87,34.38,19.97,29.01,16.69,14.27,52.68,24.17,76.21,43.32,41.16,21.19,60.73
SPRING1185,110.82,193.26,46.13,112.93,113.7,112.86,118.99,61.58,45.0,40.61,23.25,32.2,19.63,13.98,62.64,28.89,94.55,49.0,45.11,27.59,56.04
SPRING1186,76.09,167.27,41.14,100.06,84.57,96.02,115.55,62.28,43.57,40.76,21.69,31.6,17.58,14.87,55.54,24.88,81.03,44.31,42.63,24.21,58.11
SPRING1187,71.63,169.33,39.36,99.57,81.27,95.26,112.61,57.94,37.8,36.04,20.69,30.75,17.04,14.24,58.93,26.97,84.24,51.28,40.97,23.11,59.71
SPRING1188,77.25,182.75,41.23,101.9,87.38,94.38,113.49,55.08,38.28,33.41,20.4,29.79,17.66,14.49,61.84,27.9,89.5,47.05,46.79,24.63,57.5
SPRING1189,91.83,180.28,43.43,104.01,98.88,107.76,118.15,63.38,44.41,39.64,22.5,31.37,19.21,13.78,58.54,26.42,85.42,49.42,43.51,25.67,60.06
SPRING1190,101.69,177.2,46.95,114.67,112.9,106.89,118.3,63.26,43.4,39.71,22.51,32.32,20.18,12.13,59.07,26.78,82.03,43.82,43.57,27.72,59.67
SPRING1191,83.83,178.72,45.13,105.92,95.97,99.94,112.9,58.37,38.0,38.14,21.27,32.61,18.05,11.62,60.32,27.4,87.04,49.06,44.54,25.05,57.23
SPRING1192,93.41,180.42,43.5,105.28,90.79,101.98,121.4,67.49,47.27,41.41,24.86,33.53,19.58,16.69,58.52,26.75,86.56,46.76,47.24,25.52,59.26
SPRING1193,91.13,180.5,47.12,112.14,99.47,102.02,116.61,56.93,38.26,37.85,22.05,32.35,20.18,13.5,59.36,27.78,89.21,43.56,47.2,28.69,59.79
SPRING1196,83.19,183.63,42.3,99.31,88.55,100.01,114.47,62.73,42.66,39.46,22.48,31.34,18.4,14.31,61.98,27.53,89.43,46.97,47.33,23.58,58.2
SPRING1199,72.21,180.92,39.79,92.74,79.58,93.03,112.59,56.29,39.3,34.07,20.54,31.19,16.94,15.4,64.47,30.24,93.74,47.45,49.98,21.77,55.31
SPRING1203,76.51,168.04,44.65,104.18,91.27,97.28,116.05,57.84,39.8,38.69,21.95,30.93,18.39,14.42,55.17,25.48,78.61,40.96,38.16,23.5,57.56
SPRING1204,112.46,192.09,49.96,116.16,111.55,112.95,125.92,64.74,43.73,39.7,21.92,34.65,19.98,15.24,66.95,30.0,95.11,50.22,52.1,28.88,60.49
SPRING1205,89.1,175.54,44.16,105.99,92.19,102.7,121.76,64.85,44.38,38.29,20.58,33.52,19.43,14.77,57.74,26.2,83.77,48.02,44.95,24.9,56.61
SPRING1206,76.65,171.71,40.65,100.68,94.55,97.85,109.84,60.5,38.58,35.3,21.95,29.98,17.46,14.12,59.45,26.18,85.96,48.59,42.33,25.26,57.23
SPRING1211,83.4,172.05,40.82,107.44,98.55,101.57,115.07,61.93,41.91,38.57,21.7,30.73,18.01,14.27,59.53,26.59,85.3,43.18,44.76,25.09,56.77
SPRING1216,79.67,171.48,42.3,101.55,89.33,101.05,116.1,57.86,41.13,39.97,23.85,31.88,19.53,15.23,58.75,26.85,83.26,44.28,41.57,24.52,56.97
SPRING1218,82.59,169.54,44.06,105.66,97.9,102.44,117.36,64.13,40.65,35.58,20.53,31.36,18.49,15.0,55.4,25.43,81.56,45.07,41.81,25.3,58.33
SPRING1219,63.06,169.07,38.13,89.3,72.61,91.78,106.08,55.46,36.6,35.59,20.23,29.84,18.31,13.47,56.91,26.56,82.2,38.03,41.17,21.76,56.85
SPRING1223,97.96,189.97,42.86,102.1,105.75,110.42,119.86,66.55,43.37,39.03,22.3,31.77,19.16,16.17,62.8,27.46,91.77,51.36,47.61,23.72,59.45
SPRING1224,76.13,168.85,40.89,99.35,84.96,97.99,118.18,58.7,40.33,36.97,22.35,30.89,18.96,15.74,55.17,25.22,80.67,43.83,41.3,23.31,61.2
SPRING1228,110.75,168.27,50.31,115.75,117.22,120.81,124.91,70.06,49.69,44.37,25.28,34.81,20.88,12.57,56.01,23.99,73.31,46.93,38.36,27.54,59.04
SPRING1230,89.44,172.38,45.69,112.5,103.65,102.25,119.33,60.25,39.36,40.27,21.05,30.19,18.41,14.71,56.57,26.26,79.38,43.22,40.31,28.39,60.38
SPRING1232,82.68,187.63,42.17,101.3,90.19,97.92,112.73,52.79,37.92,38.33,23.1,30.38,18.73,15.92,61.86,27.41,89.97,51.22,41.4,24.78,58.91
SPRING1234,91.86,179.64,45.61,111.16,102.52,108.64,115.23,59.12,40.9,37.3,21.66,32.97,20.21,14.32,60.76,27.84,90.41,44.59,45.14,28.51,57.68
SPRING1236,71.28,164.63,42.53,97.65,93.47,97.16,108.06,55.24,36.42,35.91,20.67,30.01,16.98,13.46,53.58,24.97,79.03,46.51,38.58,23.96,57.33
SPRING1238,86.97,166.4,45.12,109.54,105.56,103.67,115.21,64.31,43.31,38.6,20.65,30.46,18.21,14.16,55.34,24.99,78.23,43.25,39.16,27.66,58.01
SPRING1243,94.64,175.91,45.51,113.32,104.27,104.86,123.49,59.38,41.11,42.32,23.18,32.59,19.37,16.56,59.54,26.17,83.62,47.88,41.39,27.2,58.33
SPRING1244,112.06,183.28,48.09,123.08,109.88,110.9,129.09,63.91,44.65,45.42,24.57,32.96,18.66,17.47,61.91,28.43,88.57,54.25,45.04,30.51,58.6
SPRING1245,81.48,186.08,43.78,100.92,92.43,100.4,114.66,54.89,37.25,35.01,20.83,29.66,17.39,13.82,61.43,27.72,91.17,47.06,44.7,24.11,57.15
SPRING1247,83.23,180.73,42.58,99.95,92.0,101.36,115.04,61.45,41.08,38.08,22.54,30.96,18.68,15.58,61.77,27.59,89.55,46.78,46.58,23.47,55.82
SPRING1248,99.9,184.36,47.25,106.41,105.89,106.34,116.63,66.06,46.64,40.11,23.86,31.95,18.82,13.62,61.66,28.24,90.21,43.99,40.85,27.18,58.46
SPRING1252,98.12,161.95,47.68,124.46,112.51,113.23,123.88,68.11,44.76,39.65,21.6,33.66,18.93,13.22,54.43,25.11,73.96,40.8,42.03,30.87,54.96
SPRING1255,88.3,186.64,39.56,102.26,88.25,103.32,117.38,62.75,42.68,39.12,23.7,31.97,18.62,15.59,60.75,26.74,89.54,52.18,40.64,23.93,58.23
SPRING1256,92.51,176.95,46.51,109.32,94.53,106.15,128.43,65.4,42.83,42.87,23.63,31.91,19.57,16.19,57.39,25.29,84.4,48.12,36.4,25.55,58.66
SPRING1257,80.93,173.9,42.36,103.59,91.04,101.19,116.8,59.24,42.04,39.1,22.67,30.43,17.8,14.39,58.4,26.32,82.54,44.55,38.42,24.8,57.83
SPRING1258,76.84,171.16,42.31,100.34,92.66,96.84,110.92,57.94,38.3,35.21,20.27,30.81,17.84,12.78,58.44,27.27,82.81,44.12,39.3,25.0,58.1
SPRING1259,128.0,188.27,48.54,122.61,122.69,125.53,127.87,73.08,48.65,44.99,24.05,35.0,19.93,16.01,64.92,29.14,88.55,46.36,41.87,30.98,60.65
SPRING1260,157.7,191.3,51.29,132.6,130.51,138.34,133.72,75.76,53.65,48.74,27.13,38.02,23.11,15.89,65.45,29.04,84.0,47.44,40.59,32.42,62.12
SPRING1261,77.01,176.46,39.12,100.18,90.6,100.2,113.69,55.53,40.2,35.92,21.47,30.45,18.57,14.61,58.26,26.14,86.09,46.02,40.47,23.23,56.96
SPRING1264,98.6,172.14,44.93,113.6,107.85,110.15,120.78,63.05,43.45,37.54,22.62,33.53,19.21,14.9,57.89,27.04,78.71,47.29,37.45,28.96,57.51
SPRING1265,64.5,172.05,39.5,97.2,79.25,88.72,109.87,52.38,36.86,30.98,18.72,28.17,15.69,14.34,60.03,27.86,83.86,44.05,39.63,23.68,57.52
SPRING1266,80.33,175.33,45.16,98.35,90.79,98.19,114.1,56.25,40.35,37.68,20.46,30.74,18.7,15.0,59.97,27.46,81.7,48.36,40.76,23.13,56.14
SPRING1267,81.55,183.83,43.19,100.91,91.95,98.73,116.58,59.92,38.47,37.1,20.78,32.22,17.94,16.88,63.29,29.94,92.1,49.68,41.28,23.06,58.39
SPRING1268,70.13,170.18,42.53,91.3,84.38,97.78,113.89,58.69,36.9,35.01,18.97,29.75,16.99,14.19,56.58,26.47,82.75,42.21,38.98,21.57,58.78
SPRING1271,82.92,167.64,45.0,100.28,88.32,104.65,119.13,67.13,44.12,38.63,20.72,32.11,17.46,13.99,55.62,25.94,79.84,43.9,37.15,24.29,57.96
SPRING1272,65.72,167.02,41.91,93.72,84.71,94.27,107.18,54.86,36.58,33.24,19.08,26.14,16.56,14.56,53.88,24.96,76.4,43.29,37.08,21.17,58.05
SPRING1274,68.65,165.98,39.53,90.78,84.16,97.22,112.07,58.76,41.19,38.22,20.93,28.92,17.0,16.68,54.24,24.61,78.49,39.6,38.45,20.97,56.71
SPRING1275,75.88,192.75,38.35,95.07,82.16,94.86,111.92,54.13,38.85,35.03,21.22,29.19,16.84,14.89,65.17,29.96,91.47,54.21,43.01,21.46,61.53
SPRING1276,112.51,182.84,48.07,122.02,118.55,115.56,129.96,67.92,42.57,39.62,21.66,34.06,19.18,16.29,62.11,27.65,85.72,44.84,44.74,28.34,57.0
SPRING1278,82.26,160.22,43.43,113.18,101.17,100.18,120.63,61.45,41.61,36.72,19.88,31.33,17.74,13.75,53.99,24.52,76.29,40.46,36.49,26.98,60.57
SPRING1282,111.87,174.31,49.82,118.76,111.83,116.29,127.89,70.42,48.84,45.57,24.58,33.97,20.57,15.45,57.73,25.47,79.72,45.5,37.24,30.2,57.3
SPRING1286,117.17,178.85,51.31,128.07,113.27,118.12,133.39,77.63,46.6,41.6,23.36,35.02,20.1,16.87,58.74,27.5,84.92,41.01,44.63,32.1,60.36
SPRING1288,99.79,179.85,49.13,111.8,105.52,110.69,118.83,64.92,44.53,38.95,22.04,33.7,19.03,13.18,60.1,27.2,85.76,42.84,40.08,27.62,59.96
SPRING1292,92.43,171.5,46.38,114.32,100.45,104.97,126.03,62.07,41.97,40.35,22.45,33.92,18.11,15.92,60.6,27.95,86.93,43.35,42.89,26.89,59.07
SPRING1293,74.98,166.84,44.8,96.62,93.06,99.1,114.79,60.14,38.5,37.51,19.82,30.3,17.38,14.88,55.46,24.55,80.52,43.85,37.0,23.4,57.12
SPRING1295,94.08,169.43,45.63,109.41,104.19,109.52,123.57,65.3,48.32,41.7,22.53,32.99,18.53,15.83,60.57,28.92,83.73,41.77,37.49,26.43,59.08
SPRING1306,85.07,171.07,43.53,103.16,96.27,107.85,115.35,64.83,41.36,40.03,21.92,29.46,17.14,14.1,56.68,26.48,83.13,44.74,38.41,24.61,60.25
SPRING1308,93.11,176.31,47.57,111.39,98.34,112.01,124.31,64.16,43.44,35.99,20.83,33.01,18.09,16.04,57.38,27.16,86.83,39.46,40.37,27.41,62.54
SPRING1317,80.12,164.48,44.19,106.45,97.61,102.69,117.48,57.43,39.45,39.86,21.73,30.95,19.2,15.38,52.85,24.47,78.12,40.97,35.74,26.0,58.68
SPRING1318,97.12,173.07,45.23,117.25,110.7,106.14,124.7,64.15,42.03,37.72,23.34,32.8,19.25,14.77,63.85,29.42,83.93,43.47,41.66,28.47,57.83
SPRING1320,79.04,175.95,43.35,101.4,91.34,97.16,119.14,57.63,39.42,36.26,22.29,30.13,17.97,15.05,62.07,28.31,91.24,43.77,42.83,24.27,59.45
SPRING1322,102.89,179.29,47.31,120.11,108.18,112.65,130.38,65.54,43.34,40.26,22.08,36.21,18.97,17.07,62.88,28.5,87.99,42.86,42.41,28.56,61.21
SPRING1325,82.7,166.81,44.61,112.17,97.21,101.83,124.54,59.89,40.51,38.19,21.07,30.08,18.14,16.68,56.81,26.35,81.04,47.23,39.12,24.9,57.81
SPRING1326,71.02,173.31,41.18,92.92,86.17,95.21,110.22,58.54,38.63,35.56,20.39,28.65,16.97,14.91,55.64,25.14,82.94,47.0,38.18,21.83,59.58
SPRING1327,82.09,177.98,44.75,99.86,80.55,99.18,121.53,61.7,44.94,39.86,22.59,33.24,18.42,15.62,60.05,28.22,88.15,43.78,41.16,23.9,59.24
SPRING1328,70.26,175.65,41.38,97.1,79.84,93.64,108.64,54.4,39.34,34.59,20.56,30.82,17.86,14.5,57.33,25.8,84.77,44.36,41.38,23.27,57.68
SPRING1329,111.04,173.19,47.04,122.04,110.24,116.35,133.71,78.37,49.96,43.87,23.06,34.79,20.18,15.24,61.67,27.44,87.18,40.23,45.53,30.26,61.32
SPRING1330,70.31,171.31,41.23,98.13,71.78,91.66,117.52,58.87,40.1,36.7,19.01,30.48,17.04,16.97,57.65,26.19,84.24,43.09,42.02,23.18,60.39
SPRING1332,98.05,164.63,48.88,113.06,96.44,112.47,132.1,71.89,46.05,39.75,21.5,37.14,20.2,14.13,58.27,25.96,77.83,39.84,38.4,27.51,58.35
SPRING1333,67.0,170.42,38.43,93.82,72.35,92.24,113.7,57.9,37.05,35.71,19.23,30.83,16.97,15.11,59.12,27.08,84.27,44.67,40.13,22.12,56.29
SPRING1334,93.41,179.06,44.95,101.88,90.17,107.47,119.74,69.82,45.72,38.28,21.8,34.39,19.19,15.88,61.28,27.97,88.66,41.49,42.13,25.03,58.0
SPRING1335,105.22,189.19,43.13,105.24,103.09,109.82,120.18,70.69,46.26,39.06,23.65,33.55,19.2,15.75,64.68,29.43,93.1,51.67,45.2,25.82,61.04
SPRING1337,75.53,178.14,41.32,93.74,82.95,96.19,114.61,57.46,40.15,36.96,23.08,32.23,18.87,15.85,62.41,28.1,85.94,53.22,43.63,20.67,57.94
SPRING1338,75.08,171.32,40.61,96.78,81.02,96.85,118.81,59.68,40.18,38.19,23.13,30.63,18.73,16.69,54.39,25.26,80.51,49.58,37.87,22.6,55.74
SPRING1339,65.47,171.1,40.77,87.59,75.75,90.83,111.87,57.9,38.13,36.48,21.46,30.22,17.43,16.51,56.33,25.47,86.36,43.76,41.66,20.17,56.41
SPRING1340,99.32,181.54,45.11,111.85,97.04,106.26,125.86,66.95,47.2,42.13,23.97,32.92,19.44,17.11,60.29,27.02,87.28,50.84,41.57,27.14,60.4
SPRING1343,75.9,176.14,41.95,92.89,82.82,94.84,112.16,60.03,39.18,36.47,21.4,31.07,18.48,14.62,59.24,26.7,84.17,44.26,41.52,22.54,59.98
SPRING1344,68.44,167.79,40.15,92.54,77.56,93.82,116.25,57.33,40.73,37.59,21.68,29.06,18.03,16.44,56.51,26.36,84.15,43.82,40.02,20.61,59.93
SPRING1346,72.19,174.11,42.8,92.02,82.49,93.55,113.13,59.24,39.04,39.2,21.98,29.35,18.14,16.31,55.64,24.56,84.38,45.48,39.78,21.27,57.77
SPRING1351,79.89,167.66,44.4,99.24,89.42,100.36,119.8,63.89,47.01,36.97,21.32,31.5,19.06,16.76,56.1,25.14,80.25,45.81,38.52,22.78,57.07
SPRING1352,103.67,174.72,47.95,113.84,108.52,113.37,125.61,65.6,45.7,43.68,23.96,36.39,20.12,14.61,56.65,26.24,83.99,50.47,38.06,27.57,56.79
SPRING1353,81.65,173.24,45.27,102.74,91.49,101.59,118.59,59.85,37.85,38.74,22.29,31.88,18.78,14.33,55.39,23.86,82.25,43.51,39.76,24.08,59.34
SPRING1354,92.06,183.37,41.36,106.66,99.48,108.96,116.84,61.11,41.93,38.93,22.17,32.06,18.68,13.6,64.67,29.24,92.19,52.16,40.63,26.44,58.06
SPRING1355,103.28,178.83,47.86,115.07,103.09,110.52,125.88,66.26,44.19,45.01,24.32,36.01,20.99,14.97,57.21,24.86,86.85,47.43,42.02,27.47,60.69
SPRING1357,74.29,181.35,39.36,90.99,88.68,99.73,110.98,56.62,37.19,32.17,20.0,31.52,18.54,15.41,59.87,26.37,87.25,48.51,40.09,21.36,59.02
SPRING1358,130.18,185.44,47.66,129.11,127.54,117.12,131.99,73.0,46.11,44.24,23.51,33.76,21.7,15.73,63.52,28.95,85.81,54.13,44.17,30.96,60.64
SPRING1364,75.58,176.12,41.03,99.7,89.5,99.56,113.65,57.51,39.71,34.65,20.8,30.06,18.01,14.56,58.67,25.99,87.97,46.2,42.85,22.9,55.46
SPRING1366,97.94,184.69,47.21,105.74,98.42,109.78,125.39,68.12,45.12,39.66,22.47,31.46,18.65,15.77,58.84,26.29,88.64,49.28,42.0,24.47,59.51
SPRING1367,74.31,169.7,39.0,101.66,87.95,98.81,116.31,60.52,39.69,37.43,20.77,29.77,17.52,15.61,56.78,24.5,81.03,45.0,36.3,23.11,55.73
SPRING1370,57.69,168.86,35.76,86.0,77.12,87.66,104.06,52.78,32.49,31.78,18.85,26.01,16.03,14.48,56.89,25.55,80.15,51.09,36.12,18.53,57.45
SPRING1371,112.74,176.61,49.43,120.68,113.13,118.51,123.21,69.41,47.95,42.33,24.11,35.72,23.21,10.4,63.7,27.29,82.63,45.05,39.05,29.91,59.77
SPRING1377,113.4,188.23,47.01,115.33,112.81,117.21,127.02,64.64,45.62,42.95,24.33,34.46,20.34,15.57,63.92,28.25,90.24,51.26,43.26,27.84,59.97
SPRING1380,106.89,163.37,48.34,126.82,125.66,112.55,126.67,65.32,45.09,39.32,25.17,34.84,19.28,13.85,54.61,24.6,70.96,48.55,36.7,30.98,59.79
SPRING1383,99.61,178.71,44.96,113.08,98.94,109.97,126.53,69.45,45.06,41.7,23.87,32.48,20.47,14.68,59.97,26.95,84.77,48.26,39.26,27.62,59.13
SPRING1384,78.64,176.81,43.31,102.46,96.28,96.3,113.43,54.57,37.36,35.38,21.93,29.4,18.09,13.18,61.4,26.38,86.18,47.55,41.71,24.65,57.94
SPRING1385,98.34,183.55,45.61,113.16,100.75,106.83,124.37,61.41,40.93,40.11,22.41,34.69,20.1,15.19,63.71,27.89,89.15,49.35,46.88,28.25,57.55
SPRING1386,110.59,179.96,45.94,120.96,118.7,111.36,125.33,63.56,45.63,40.82,21.86,33.85,18.92,15.07,61.48,26.0,85.06,46.44,38.04,29.86,57.36
SPRING1392,69.92,168.11,40.0,94.15,83.46,92.54,110.56,58.77,40.94,37.36,20.64,29.39,17.32,14.98,58.16,26.3,83.44,45.2,39.67,22.05,57.13
SPRING1393,95.7,169.32,47.97,112.9,109.49,110.46,122.17,66.61,41.24,39.09,22.82,32.81,18.61,15.77,56.64,25.74,79.72,45.18,37.06,27.85,58.75
SPRING1394,60.17,170.83,38.57,88.03,74.41,86.77,101.89,54.74,36.96,35.58,20.77,27.21,16.26,14.56,55.19,25.65,85.12,45.99,41.43,20.78,56.56
SPRING1395,87.69,178.14,43.16,111.69,90.68,102.31,126.73,60.15,40.63,38.88,20.32,32.65,18.92,16.39,58.9,26.79,85.81,42.42,40.48,26.86,58.95
SPRING1398,74.89,167.66,41.06,105.85,95.28,93.37,115.91,55.97,36.03,36.58,21.36,31.13,17.11,15.03,58.06,26.5,81.59,44.99,37.12,25.75,59.06
SPRING1402,97.91,187.28,40.53,114.52,110.15,106.91,121.49,60.38,42.34,39.36,23.28,31.74,19.12,16.1,66.69,28.73,93.93,48.66,44.23,27.54,57.45
SPRING1404,81.41,175.91,45.09,107.34,91.33,99.68,120.52,60.74,39.22,33.65,20.73,30.71,18.51,15.08,57.53,25.26,84.36,46.47,40.14,25.6,58.27
SPRING1406,81.43,173.86,42.83,111.09,88.68,99.09,121.25,60.22,40.2,36.18,20.23,33.04,18.95,16.75,58.67,26.91,85.5,46.64,40.02,26.96,56.05
SPRING1408,89.48,173.22,45.23,113.79,101.45,105.8,123.93,60.28,42.68,37.26,21.68,32.82,18.92,16.04,56.04,25.38,82.79,38.39,39.44,25.79,59.48
SPRING1411,85.98,170.1,39.62,112.01,104.82,102.8,116.71,57.45,41.86,38.38,21.47,29.87,18.75,15.41,60.3,27.7,84.15,46.47,39.88,27.73,58.04
SPRING1412,88.79,190.16,40.9,103.49,100.28,103.72,117.31,59.27,39.19,38.55,20.65,30.04,17.97,15.46,64.84,29.51,96.52,48.05,47.2,24.42,59.06
SPRING1425,72.38,174.5,39.68,101.47,88.63,99.56,113.5,56.8,35.2,35.56,19.11,29.33,16.13,15.41,57.79,25.39,87.48,44.19,40.03,25.08,59.82
SPRING1428,96.17,171.33,50.67,116.13,107.41,107.48,125.9,60.33,40.93,39.12,21.02,34.13,19.6,14.76,57.01,25.39,79.93,43.22,40.22,27.76,56.12
SPRING1429,102.19,187.33,46.1,109.92,106.8,107.09,126.54,66.32,43.09,40.11,22.4,33.72,19.93,16.34,65.12,28.31,92.13,50.78,43.17,26.03,59.39
SPRING1430,84.84,169.56,45.67,108.42,96.52,103.99,119.32,59.98,40.08,38.08,21.91,31.53,19.33,14.73,57.51,25.97,83.46,45.6,41.05,26.0,58.88
SPRING1437,104.71,168.6,42.99,121.09,117.65,112.45,122.14,73.19,48.19,45.05,25.76,31.22,18.7,15.33,57.79,26.64,81.08,52.85,41.69,28.9,57.94
SPRING1438,114.36,183.33,46.47,117.59,119.21,118.32,120.77,71.84,49.96,41.88,26.02,34.24,20.57,13.16,63.45,28.29,89.93,49.38,43.17,28.8,59.25
SPRING1439,81.66,181.74,44.56,97.51,85.02,100.63,117.18,60.15,40.67,37.57,22.42,31.7,19.04,15.55,58.73,26.96,84.97,46.79,39.62,23.44,59.04
SPRING1440,134.89,185.57,50.84,126.9,132.01,132.35,136.72,73.32,48.95,46.83,25.69,36.04,22.16,18.13,59.31,26.19,84.98,51.11,40.14,30.37,62.39
SPRING1443,147.12,193.76,57.18,135.2,131.7,125.38,140.84,73.62,48.22,44.65,24.95,36.29,21.96,15.54,64.2,28.93,88.66,52.41,43.85,33.04,61.32
SPRING1444,133.18,174.92,46.71,131.55,131.54,141.29,131.8,83.15,50.7,43.84,23.03,33.46,19.34,16.14,61.42,27.21,83.51,46.34,39.61,32.46,56.97
